Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
1984,Tom Brunansky,Twins,155,628,32,75,85,4,9.10%,15.00%,0.206,0.252,0.254,0.32,0.46,0.347,110,-1.2,6.2,0.1,2.7,1001589
2011,Jeff Francoeur,Royals,153,656,20,77,87,22,5.60%,18.80%,0.191,0.323,0.285,0.329,0.476,0.347,115,-2.3,9.6,-5.7,2.7,4792
1984,Butch Wynegar,Yankees,129,512,6,48,45,1,12.70%,6.80%,0.075,0.279,0.267,0.36,0.342,0.323,101,-1.4,-0.6,10.3,2.7,1014308
2011,Starlin Castro,Cubs,158,715,10,91,66,22,4.90%,13.40%,0.125,0.344,0.307,0.341,0.432,0.338,109,-2.7,4.3,-0.3,2.7,4579
1900,Chick Stahl,Beaneaters,136,597,5,88,82,27,5.70%,,0.127,,0.295,0.336,0.421,0.355,99,1.2,0.4,5.3,2.7,1012381
1918,Clyde Milan,Senators,128,551,0,56,56,26,6.50%,2.50%,0.056,0.299,0.29,0.344,0.346,0.339,109,1.9,7.3,-1.1,2.7,1008856
2005,Craig Biggio,Astros,155,651,26,94,69,11,5.70%,13.80%,0.203,0.273,0.264,0.325,0.468,0.342,106,6.2,11.2,-5.3,2.7,549
1945,George McQuinn,Browns,139,561,7,69,61,1,11.60%,9.10%,0.12,0.299,0.277,0.364,0.398,0.365,119,-0.5,11.1,-2.9,2.7,1008683
1959,Hector Lopez,- - -,147,593,22,82,93,4,6.10%,13.00%,0.189,0.293,0.283,0.333,0.471,0.353,121,0.6,15.8,-6.8,2.7,1007755
1982,Chris Chambliss,Braves,157,598,20,57,86,7,9.50%,9.50%,0.167,0.268,0.27,0.337,0.436,0.337,109,0.2,6.1,0.3,2.7,1002119
1998,Chuck Knoblauch,Yankees,150,706,17,117,64,31,10.80%,9.90%,0.139,0.273,0.265,0.361,0.405,0.343,105,1,5.8,-2.3,2.7,609
1974,George Hendrick,Indians,139,534,19,65,67,6,6.20%,13.70%,0.166,0.292,0.279,0.322,0.444,0.346,117,-0.2,9.9,-1.7,2.7,1005642
1918,Eddie Foster,Senators,129,575,0,70,29,12,7.10%,3.50%,0.037,0.295,0.283,0.339,0.32,0.326,101,-1.1,-0.4,5.9,2.7,1004248
1994,Darrin Jackson,White Sox,104,403,10,43,51,7,6.70%,13.90%,0.144,0.344,0.312,0.362,0.455,0.356,114,1,8.5,5.6,2.7,1006296
1932,Sam West,Senators,146,612,6,88,83,4,7.80%,9.30%,0.125,0.312,0.287,0.345,0.412,0.345,96,-1.5,-4.6,10.2,2.7,1013813
1960,Al Kaline,Tigers,147,629,15,77,68,19,10.30%,7.50%,0.149,0.279,0.278,0.354,0.426,0.349,108,2.4,8.7,-1,2.7,1006678
1978,Ozzie Smith,Padres,159,668,1,69,46,40,7.00%,6.40%,0.054,0.275,0.258,0.311,0.312,0.288,84,3.5,-8.3,12.1,2.7,1012186
1972,Freddie Patek,Royals,136,577,0,59,32,33,8.10%,11.10%,0.064,0.241,0.212,0.28,0.276,0.258,65,4.3,-15.8,26.1,2.7,1010052
1987,Kevin Bass,Astros,157,654,19,83,85,21,8.10%,11.80%,0.166,0.297,0.284,0.344,0.449,0.339,109,0.5,7.9,-3,2.7,1000645
1966,Rusty Staub,Astros,153,628,13,60,81,2,9.20%,9.70%,0.132,0.291,0.28,0.345,0.412,0.328,109,0.3,7.2,-3.1,2.7,1012440
1981,Dave Winfield,Yankees,105,440,13,52,68,11,9.80%,9.30%,0.17,0.296,0.294,0.36,0.464,0.37,139,1.8,20.4,-9.7,2.7,1014127
1939,Frankie Crosetti,Yankees,152,743,10,109,56,11,8.70%,10.90%,0.099,0.253,0.233,0.315,0.332,0.307,71,-1.2,-31.4,31.4,2.7,1002802
2003,Alex Gonzalez,Marlins,150,582,18,52,77,0,5.70%,18.20%,0.188,0.286,0.256,0.313,0.443,0.318,93,0.1,-5.2,13.7,2.7,520
2000,Ray Durham,White Sox,151,709,17,121,75,25,10.60%,14.80%,0.169,0.31,0.28,0.361,0.45,0.355,105,-0.9,3.7,0.2,2.7,230
1977,Jerry Mumphrey,Cardinals,145,512,2,73,38,22,9.20%,13.70%,0.099,0.335,0.287,0.354,0.387,0.33,100,-1.3,-1.4,11.7,2.7,1009314
1976,Rick Manning,Indians,138,606,6,73,43,16,6.80%,12.40%,0.101,0.325,0.292,0.337,0.393,0.336,116,-0.7,9.5,-3.6,2.7,1008068
1941,Marty Marion,Cardinals,155,619,3,50,58,8,6.80%,7.80%,0.068,0.272,0.252,0.308,0.32,0.298,73,1.3,-18.1,26.6,2.7,1008108
1911,Doc Miller,Rustlers,146,632,7,69,91,32,6.80%,6.80%,0.109,0.351,0.333,0.379,0.442,0.391,121,1.4,17.9,-12.1,2.7,1008886
1962,Roy McMillan,Braves,137,544,12,66,41,2,11.00%,9.70%,0.105,0.254,0.246,0.336,0.35,0.317,94,-0.3,-4.5,12.6,2.7,1008643
1970,Reggie Jackson,Athletics,149,514,23,57,66,26,14.60%,26.30%,0.221,0.288,0.237,0.359,0.458,0.36,126,-1.4,14.6,-4.5,2.7,1006308
2010,Juan Uribe,Giants,148,575,24,64,85,1,7.80%,16.00%,0.192,0.256,0.248,0.31,0.44,0.324,102,-3.5,-2,11,2.7,454
2014,Billy Hamilton,Reds,152,611,6,72,48,56,5.60%,19.10%,0.105,0.304,0.25,0.292,0.355,0.287,79,7.3,-7,13.2,2.7,10199
1969,Del Unser,Senators,153,649,7,69,57,8,8.90%,8.30%,0.096,0.304,0.286,0.349,0.382,0.334,109,-1.9,4.5,2,2.7,1013286
1915,Zack Wheat,Robins,146,595,5,64,66,21,8.70%,7.10%,0.102,0.272,0.258,0.33,0.36,0.336,107,-1.2,3,1.9,2.7,1013828
1940,Taffy Wright,White Sox,147,627,5,79,88,4,6.90%,4.00%,0.11,0.347,0.337,0.385,0.448,0.38,116,-2.6,11,-6.2,2.7,1014296
1991,Tim Raines,White Sox,155,709,5,102,50,51,11.70%,9.60%,0.077,0.293,0.268,0.359,0.345,0.322,100,4.2,4.6,-1,2.7,1406
1948,Snuffy Stirnweiss,Yankees,141,610,3,90,32,5,14.10%,10.20%,0.083,0.282,0.252,0.36,0.336,0.338,92,-1,-7.6,14.1,2.7,1012546
1994,Terry Steinbach,Athletics,103,403,11,51,57,2,6.50%,15.40%,0.157,0.311,0.285,0.327,0.442,0.33,97,0,-1.4,15.3,2.7,1012473
1913,Mike Mowrey,Cardinals,132,522,0,61,33,21,10.20%,7.70%,0.058,0.285,0.26,0.342,0.318,0.325,91,0.1,-5.1,13,2.7,1009271
1966,Cesar Tovar,Twins,134,527,2,57,41,16,8.30%,9.50%,0.075,0.283,0.26,0.325,0.335,0.297,88,1.2,-5.7,17.4,2.7,1013142
1938,Frank McCormick,Reds,151,671,5,89,106,1,2.70%,2.50%,0.098,0.33,0.327,0.348,0.425,0.354,114,0,11.3,-3.5,2.7,1008413
2000,Todd Zeile,Mets,153,623,22,67,79,3,11.90%,13.60%,0.199,0.282,0.268,0.356,0.467,0.357,111,-1.2,8.2,-0.9,2.7,457
1969,Julian Javier,Cardinals,143,540,10,59,42,8,7.40%,13.70%,0.126,0.314,0.282,0.336,0.408,0.331,105,0.3,3.4,3.3,2.7,1006371
1961,Danny O'Connell,Senators,138,591,1,61,37,15,13.00%,10.50%,0.071,0.293,0.26,0.361,0.331,0.322,95,1.2,-2.8,11.2,2.7,1009711
1915,Fred Merkle,Giants,140,557,4,52,62,20,6.50%,7.00%,0.085,0.318,0.299,0.348,0.384,0.354,125,-1.8,12.8,-8.2,2.7,1008783
1903,Monte Cross,Athletics,137,537,3,44,45,31,9.10%,,0.072,,0.247,0.326,0.319,0.314,95,2.5,-1,9.4,2.7,1002810
1926,Wally Pipp,Reds,155,649,6,72,99,8,7.60%,4.00%,0.122,0.297,0.291,0.352,0.413,0.357,109,1.3,8.2,-0.7,2.7,1010365
1977,Ron LeFlore,Tigers,154,698,16,100,57,39,5.30%,17.30%,0.15,0.378,0.325,0.363,0.475,0.369,126,0.7,22.2,-19.8,2.7,1007478
1986,Julio Franco,Indians,149,636,10,80,74,10,5.00%,10.40%,0.117,0.328,0.306,0.338,0.422,0.337,105,-0.9,2.8,2.1,2.7,87
1986,Doug DeCinces,Angels,140,572,26,69,96,2,9.10%,12.90%,0.203,0.252,0.256,0.325,0.459,0.343,112,-0.4,7.7,-0.5,2.7,1003123
1978,Steve Kemp,Tigers,159,686,15,75,79,2,14.10%,12.70%,0.122,0.302,0.277,0.379,0.399,0.358,121,-0.7,15.4,-12.7,2.7,1006827
2008,Carlos Gomez,Twins,153,614,7,79,59,33,4.10%,23.10%,0.102,0.33,0.258,0.296,0.36,0.291,74,5.1,-14.4,20.1,2.7,4881
1976,Enos Cabell,Astros,144,622,2,85,43,35,4.70%,12.70%,0.056,0.312,0.273,0.309,0.329,0.296,88,3.9,-4.3,9.4,2.7,1001804
2013,Daniel Nava,Red Sox,134,536,12,77,66,0,9.50%,17.40%,0.142,0.352,0.303,0.385,0.445,0.366,127,0,16.6,-9,2.7,5450
1910,Art Devlin,Giants,147,592,2,71,67,28,10.50%,5.40%,0.067,0.275,0.26,0.353,0.327,0.339,101,0.9,1.3,2.5,2.7,1003248
1912,Bobby Byrne,Pirates,130,598,3,99,35,20,9.00%,6.70%,0.117,0.307,0.288,0.358,0.405,0.366,109,-0.4,7,-1,2.7,1001797
1966,Joe Pepitone,Yankees,152,621,31,85,83,4,4.70%,9.30%,0.209,0.236,0.255,0.29,0.463,0.326,114,-0.1,9.4,-1.1,2.7,1010167
2002,Mike Lowell,Marlins,160,678,24,88,92,4,9.60%,13.60%,0.194,0.287,0.276,0.346,0.471,0.35,116,-2.2,11.3,-6.4,2.7,527
1934,Goose Goslin,Tigers,151,686,13,106,100,5,9.50%,5.50%,0.148,0.309,0.305,0.373,0.453,0.378,112,-1.1,10.8,-7.4,2.7,1004893
1945,Hersh Martin,Yankees,117,479,7,53,53,4,13.60%,6.50%,0.125,0.276,0.267,0.368,0.392,0.366,122,0.1,11.9,-1.3,2.7,1008169
1930,Dale Alexander,Tigers,154,660,20,86,135,6,6.40%,8.50%,0.181,0.335,0.326,0.372,0.507,0.387,116,-1.3,14.2,-8.7,2.7,1000121
2010,Denard Span,Twins,153,705,3,85,58,26,8.50%,10.50%,0.084,0.294,0.264,0.331,0.348,0.307,87,2,-8.5,9.3,2.7,8347
2005,Chone Figgins,Angels,158,720,8,113,57,62,8.90%,14.00%,0.107,0.331,0.29,0.352,0.397,0.331,104,8.7,11.9,-9.3,2.7,1580
1900,Fred Clarke,Pirates,106,466,3,84,32,21,10.90%,,0.12,,0.276,0.368,0.396,0.367,112,0.4,8.1,2.9,2.7,1002280
2012,Carlos Gonzalez,Rockies,135,579,22,89,85,20,9.70%,19.90%,0.207,0.352,0.303,0.371,0.51,0.374,119,1.6,14.7,-6.4,2.7,7287
1996,Luis Gonzalez,Cubs,146,555,15,70,79,9,11.00%,8.80%,0.172,0.273,0.271,0.354,0.443,0.345,108,-1,4.5,6.1,2.7,55
1972,Richie Scheinblum,Royals,134,518,8,60,66,0,11.20%,7.70%,0.118,0.314,0.3,0.383,0.418,0.366,142,-0.2,21.4,-13.5,2.7,1011541
1934,Woody English,Cubs,109,475,3,65,31,6,10.10%,13.70%,0.107,0.323,0.278,0.353,0.385,0.345,101,1,1.5,10.5,2.7,1003785
1904,John Anderson,Highlanders,143,598,3,62,82,20,3.80%,,0.108,,0.278,0.313,0.385,0.333,110,0.5,6.5,-1.2,2.7,1000232
1930,Dick Bartell,Pirates,129,541,4,69,75,8,7.20%,6.30%,0.147,0.339,0.32,0.378,0.467,0.378,102,1.6,3.5,7.8,2.7,1000621
1991,Carlos Baerga,Indians,158,654,11,80,69,3,7.30%,11.30%,0.11,0.313,0.288,0.346,0.398,0.335,107,-0.2,5,-0.4,2.7,175
1985,Gary Gaetti,Twins,160,608,20,71,63,13,6.10%,14.60%,0.163,0.261,0.246,0.301,0.409,0.315,90,0.4,-7,13.6,2.7,1004422
2006,Brad Hawpe,Rockies,150,575,22,67,84,5,12.90%,21.40%,0.222,0.348,0.293,0.383,0.515,0.379,118,1.1,14.8,-6.2,2.7,1885
1961,Willie Kirkland,Indians,146,585,27,84,95,7,8.20%,13.20%,0.215,0.255,0.259,0.318,0.474,0.344,108,1.6,7.7,0.7,2.7,1006968
1967,Tommy Davis,Mets,154,621,16,72,73,9,5.00%,11.40%,0.139,0.319,0.302,0.342,0.44,0.346,123,1.1,16.7,-14.5,2.7,1003084
2001,Ramon Hernandez,Athletics,136,509,15,55,60,1,7.30%,13.40%,0.155,0.267,0.254,0.316,0.408,0.313,91,-0.3,-6,15.7,2.7,918
2015,Alex Rodriguez,Yankees,151,620,33,83,86,4,13.50%,23.40%,0.235,0.278,0.25,0.356,0.486,0.361,129,-0.8,20.2,-15.1,2.7,1274
1993,Ellis Burks,White Sox,146,574,17,75,74,6,10.50%,16.90%,0.166,0.305,0.275,0.352,0.441,0.351,116,-2.4,8.7,-0.1,2.7,372
1993,Mike Lansing,Expos,141,555,3,64,45,23,8.30%,10.10%,0.081,0.317,0.287,0.352,0.369,0.327,98,2.7,1.3,6,2.7,1007334
1921,Jimmie Dykes,Athletics,155,701,16,88,77,6,8.60%,10.70%,0.173,0.291,0.274,0.353,0.447,0.367,99,1,-0.2,3.8,2.7,1003617
1917,Stuffy McInnis,Athletics,150,621,0,50,44,18,5.30%,3.10%,0.048,0.314,0.303,0.342,0.351,0.336,106,-0.1,3.8,1.4,2.7,1008569
2006,Mark Grudzielanek,Royals,134,586,7,85,52,3,4.80%,11.80%,0.111,0.327,0.297,0.331,0.409,0.319,89,2,-6.1,13.6,2.7,653
2003,Angel Berroa,Royals,158,635,17,92,73,21,4.60%,15.70%,0.164,0.319,0.287,0.338,0.451,0.34,101,2.7,3.3,2.1,2.7,591
1942,Wally Moses,White Sox,146,652,7,73,49,16,11.30%,4.10%,0.099,0.274,0.27,0.353,0.369,0.347,105,-0.9,3.2,0.2,2.7,1009244
1992,Andre Dawson,Cubs,143,582,22,60,90,6,5.20%,12.00%,0.179,0.281,0.277,0.316,0.456,0.34,113,0.3,8.4,-1.1,2.7,1003091
1963,Brooks Robinson,Orioles,161,648,11,67,67,2,7.10%,13.00%,0.114,0.275,0.251,0.305,0.365,0.298,91,-0.5,-7.5,15.9,2.7,1011055
1929,Fred Schulte,Browns,121,520,3,63,71,8,11.30%,8.50%,0.096,0.336,0.307,0.389,0.404,0.37,104,0,2.6,6.1,2.7,1011632
1999,Mike Sweeney,Royals,150,643,22,101,102,6,8.40%,7.50%,0.198,0.32,0.322,0.387,0.52,0.394,128,0.8,24.6,-18.3,2.7,634
1958,Jim Landis,White Sox,142,593,15,72,64,19,8.80%,13.50%,0.157,0.303,0.277,0.351,0.434,0.351,119,1.4,14.7,-7.8,2.7,1007296
1941,Eddie Joost,Reds,152,617,4,67,40,9,11.20%,9.60%,0.084,0.278,0.253,0.34,0.337,0.325,95,1.5,-2.1,10,2.7,1006604
1981,Doug DeCinces,Orioles,100,391,13,49,55,0,10.50%,8.20%,0.191,0.257,0.263,0.341,0.454,0.36,131,-1.1,12,0.6,2.7,1003123
2013,Carlos Beltran,Cardinals,145,600,24,79,84,2,6.30%,15.00%,0.195,0.314,0.296,0.339,0.491,0.359,131,0.9,21.7,-14.7,2.7,589
1962,Dick Groat,Pirates,161,723,2,76,61,2,4.30%,8.40%,0.068,0.317,0.294,0.325,0.361,0.308,85,0.1,-13,14.8,2.7,1005075
2013,Brandon Phillips,Reds,151,666,18,80,103,5,5.90%,14.70%,0.135,0.281,0.261,0.31,0.396,0.307,90,-0.5,-7.6,12.6,2.7,791
1961,Bob Allison,Twins,159,677,29,83,105,2,15.20%,14.80%,0.205,0.246,0.245,0.363,0.45,0.362,116,-2.2,11.2,-5.7,2.7,1000166
1962,Roy Sievers,Phillies,144,543,21,61,80,2,10.30%,14.70%,0.193,0.274,0.262,0.346,0.455,0.355,115,0.1,10,-2.1,2.7,1011959
1968,Felix Millan,Braves,149,615,1,49,33,6,3.60%,4.20%,0.051,0.3,0.289,0.321,0.34,0.298,97,-0.8,-2.9,5.5,2.7,1008867
2012,Cody Ross,Red Sox,130,528,22,70,81,2,8.00%,24.40%,0.214,0.317,0.267,0.326,0.481,0.345,114,0.5,9.1,-1.5,2.7,1760
1945,Johnny Dickshot,White Sox,130,542,4,74,58,18,8.90%,7.60%,0.105,0.324,0.302,0.366,0.407,0.368,126,2.1,17.4,-9.4,2.7,1003280
1980,Chris Chambliss,Braves,158,663,18,83,72,7,7.40%,11.00%,0.158,0.295,0.282,0.338,0.44,0.346,111,0.1,8.6,-3.4,2.7,1002119
1978,Dan Driessen,Reds,153,612,16,68,70,28,12.30%,12.90%,0.147,0.264,0.25,0.345,0.397,0.336,109,2.2,8.3,-2.8,2.7,1003501
2018,Marcell Ozuna,Cardinals,148,628,23,69,88,3,6.10%,17.50%,0.153,0.309,0.28,0.325,0.433,0.327,106,4.4,8.9,-2.6,2.7,10324
1956,Bill White,Giants,138,568,22,63,59,15,8.30%,12.70%,0.203,0.258,0.256,0.321,0.459,0.343,109,0,5.9,4.6,2.7,1013855
1983,Hal McRae,Royals,157,654,12,84,82,2,7.60%,10.40%,0.151,0.333,0.311,0.372,0.462,0.368,128,-0.9,21,-16.9,2.7,1008687
2014,Brandon Moss,Athletics,147,580,25,70,81,1,11.60%,26.40%,0.204,0.283,0.234,0.334,0.438,0.339,122,1.8,15.8,-9.6,2.7,4467
1908,Jake Stahl,- - -,153,609,2,63,65,30,5.10%,,0.121,,0.25,0.319,0.371,0.338,119,2.5,13.5,-10.9,2.7,1012382
2009,Chris Coghlan,Marlins,128,565,9,84,47,8,9.40%,13.60%,0.139,0.365,0.321,0.39,0.46,0.374,127,2.9,21.3,-12.2,2.7,6878
1980,Joel Youngblood,Mets,146,577,8,58,69,14,9.00%,12.00%,0.105,0.3,0.276,0.34,0.381,0.321,102,-1.6,-0.5,8.6,2.7,1014383
2003,Sean Burroughs,Padres,146,578,7,62,58,7,7.60%,13.00%,0.116,0.321,0.286,0.352,0.402,0.332,104,-0.5,2.9,5.4,2.7,1021
1975,Larry Bowa,Phillies,136,629,2,79,38,24,3.80%,5.10%,0.072,0.319,0.305,0.334,0.377,0.326,96,2.6,-0.4,5.2,2.7,1001243
2013,Prince Fielder,Tigers,162,712,25,82,106,1,10.50%,16.40%,0.178,0.307,0.279,0.362,0.457,0.358,126,-3.9,17.2,-15.5,2.7,4613
1914,Chet Chadbourne,Packers,147,664,1,92,37,42,10.40%,7.40%,0.071,0.301,0.277,0.359,0.348,0.346,105,6.1,10.1,-7.2,2.7,1002110
1973,Nate Colbert,Padres,145,598,22,73,80,9,9.00%,24.40%,0.18,0.33,0.27,0.343,0.45,0.353,122,-1.1,14.2,-7.5,2.7,1002407
1983,Greg Luzinski,White Sox,144,593,32,73,95,2,11.80%,19.70%,0.247,0.264,0.255,0.352,0.502,0.374,131,-0.1,21.2,-15.1,2.7,1007855
2014,Seth Smith,Padres,136,521,12,55,48,1,13.20%,16.70%,0.174,0.305,0.266,0.367,0.44,0.357,132,-2.5,16.3,-7.7,2.7,7331
2004,Johnny Estrada,Braves,134,517,9,56,76,0,7.50%,12.80%,0.136,0.348,0.314,0.378,0.45,0.358,115,-5,5.1,4.9,2.7,955
2009,Brandon Phillips,Reds,153,644,20,78,98,25,6.80%,11.60%,0.171,0.284,0.276,0.329,0.447,0.336,100,0.4,0.5,6.2,2.7,791
2007,Casey Kotchman,Angels,137,508,11,64,68,2,10.40%,8.50%,0.172,0.305,0.296,0.372,0.467,0.367,123,-8.1,6.4,3.4,2.7,1930
1994,Jerry Browne,Marlins,101,388,3,42,30,3,13.40%,5.90%,0.103,0.308,0.295,0.392,0.398,0.355,113,0.6,7.3,7.1,2.7,1001525
1942,Eddie Joost,Reds,142,633,6,65,41,9,9.80%,9.00%,0.096,0.24,0.224,0.307,0.32,0.304,88,1.5,-7.1,14.5,2.7,1006604
2003,Rafael Palmeiro,Rangers,154,654,38,92,112,2,12.80%,11.80%,0.248,0.24,0.26,0.359,0.508,0.369,119,-1.7,14.2,-9.6,2.7,1266
1901,Otto Krueger,Cardinals,142,596,2,77,79,19,8.40%,,0.088,,0.275,0.353,0.363,0.345,110,-0.6,7.3,-0.6,2.7,1007177
1947,Frankie Gustine,Pirates,156,691,9,102,67,5,9.10%,9.40%,0.112,0.321,0.297,0.364,0.409,0.362,102,0.9,2.9,0,2.7,1005152
1961,Gordy Coleman,Reds,150,578,26,63,87,1,7.80%,11.60%,0.217,0.283,0.287,0.341,0.504,0.362,116,-0.9,10.7,-3.5,2.7,1002422
1997,Omar Vizquel,Indians,153,642,5,89,49,43,8.90%,9.00%,0.088,0.304,0.28,0.347,0.368,0.323,89,3.5,-5.4,10.1,2.7,411
1905,Mickey Doolan,Phillies,136,524,1,53,48,17,4.60%,,0.106,,0.254,0.292,0.36,0.312,94,0.5,-3.2,9.3,2.7,1003402
2012,Billy Butler,Royals,161,679,29,72,107,2,8.00%,16.30%,0.197,0.341,0.313,0.373,0.51,0.377,139,-11.1,19.9,-17.6,2.7,7399
1987,Mike Scioscia,Dodgers,142,523,6,44,38,7,10.50%,4.40%,0.1,0.267,0.265,0.343,0.364,0.312,93,-0.5,-4.9,13.9,2.7,1011667
1901,Patsy Donovan,Cardinals,130,578,1,92,73,28,4.70%,,0.068,,0.303,0.344,0.371,0.34,107,1.4,7,-0.4,2.7,1003399
1904,George Browne,Giants,150,661,4,99,39,24,5.90%,,0.064,,0.284,0.332,0.347,0.327,108,0.2,6.2,-4.4,2.7,1001519
1904,Joe Kelley,Reds,123,519,0,75,63,15,9.40%,,0.105,,0.281,0.359,0.385,0.358,118,-0.7,10,-3.8,2.7,1006776
1964,Chuck Hinton,Senators,138,575,11,71,53,17,9.90%,13.40%,0.14,0.303,0.274,0.346,0.414,0.335,110,1.3,7.8,2,2.7,1005852
1976,Lee May,Orioles,148,583,25,61,109,4,7.00%,17.80%,0.189,0.275,0.258,0.312,0.447,0.342,126,0.3,16.1,-9.6,2.7,1008303
2018,Jose Peraza,Reds,157,683,14,85,58,23,4.20%,11.00%,0.128,0.307,0.288,0.326,0.416,0.319,97,3.8,1.2,3.2,2.7,13593
2001,Garret Anderson,Angels,161,704,28,83,123,13,3.80%,14.20%,0.189,0.302,0.289,0.314,0.478,0.334,104,0,3.4,-0.6,2.7,2
1987,Larry Sheets,Orioles,135,508,31,74,94,1,6.10%,13.20%,0.247,0.311,0.316,0.358,0.563,0.392,141,-0.4,26.1,-16.2,2.7,1011852
2001,Jeff Conine,Orioles,139,601,14,75,97,12,10.60%,12.50%,0.132,0.336,0.311,0.386,0.443,0.36,124,-1.1,16.8,-10.3,2.7,131
1961,Ron Santo,Cubs,154,655,23,84,83,2,11.10%,11.80%,0.196,0.293,0.284,0.362,0.479,0.368,119,-0.6,15.5,-11.3,2.7,1011447
1909,Chief Wilson,Pirates,154,614,4,64,59,17,3.10%,,0.102,,0.272,0.303,0.374,0.33,107,-0.4,4,0.4,2.7,1014066
2006,Jamey Carroll,Rockies,136,534,5,84,36,10,10.50%,12.40%,0.104,0.339,0.3,0.377,0.404,0.347,97,-1.4,-3.5,13.3,2.7,1591
2012,Mark Teixeira,Yankees,123,524,24,66,84,2,10.30%,15.80%,0.224,0.25,0.251,0.332,0.475,0.345,116,-0.6,8.9,-1.3,2.7,1281
2011,Gaby Sanchez,Marlins,159,661,19,72,78,3,11.20%,14.70%,0.161,0.287,0.266,0.352,0.427,0.342,114,-0.3,10.4,-5.1,2.7,3361
1983,Gary Gaetti,Twins,157,650,21,81,78,7,8.30%,18.60%,0.17,0.271,0.245,0.309,0.414,0.322,93,0.9,-4.3,8.9,2.7,1004422
2010,Juan Pierre,White Sox,160,734,1,96,47,68,6.10%,6.40%,0.041,0.294,0.275,0.341,0.316,0.302,80,12,-5.1,4.6,2.7,443
1913,Bob Bescher,Reds,141,615,1,86,37,38,15.30%,11.10%,0.092,0.296,0.258,0.377,0.35,0.358,111,2.4,10.5,-6.8,2.7,1000921
1945,Bill Nicholson,Cubs,151,660,13,82,88,4,13.90%,11.10%,0.134,0.26,0.243,0.356,0.377,0.355,108,0.4,6.9,-2.5,2.7,1009554
1980,U L Washington,Royals,153,614,6,79,53,20,8.60%,12.70%,0.102,0.308,0.273,0.336,0.375,0.324,97,1.1,-1.2,6.1,2.7,1013659
1963,Ed Charles,Athletics,158,679,15,82,79,15,8.50%,11.60%,0.128,0.282,0.267,0.332,0.395,0.322,98,0.3,-1.3,7.9,2.7,1002158
1987,Bo Diaz,Reds,140,530,15,49,82,1,3.60%,13.80%,0.151,0.287,0.27,0.3,0.421,0.312,85,0,-10.2,18.8,2.7,1003261
1935,Tony Lazzeri,Yankees,130,544,13,72,83,11,11.60%,13.80%,0.145,0.301,0.273,0.361,0.417,0.36,107,-0.2,5,4.2,2.7,1007422
1938,Lee Handley,Pirates,139,629,6,91,51,7,8.40%,4.90%,0.104,0.276,0.268,0.332,0.372,0.328,94,1.2,-3.2,11.5,2.7,1005300
1911,Bill Sweeney,Rustlers,137,613,3,92,63,33,12.60%,4.20%,0.103,0.326,0.314,0.404,0.417,0.397,124,1.2,19.8,-14,2.7,1012771
2018,Miguel Andujar,Yankees,149,606,27,83,92,2,4.10%,16.00%,0.23,0.316,0.297,0.328,0.527,0.361,128,1,21.3,-15.5,2.7,15878
1975,Ken Henderson,White Sox,140,597,9,65,53,5,12.40%,10.90%,0.103,0.27,0.251,0.347,0.355,0.321,96,-0.1,-2.6,9.2,2.7,1005634
1961,Al Smith,White Sox,147,602,28,88,93,4,9.30%,11.10%,0.227,0.27,0.278,0.348,0.506,0.372,126,-0.6,19,-11.6,2.7,1012090
1907,Claude Ritchey,Doves,144,572,2,45,51,8,8.70%,,0.062,,0.255,0.329,0.317,0.322,102,-2.3,-1.3,7,2.7,1010987
1929,Goose Goslin,Senators,145,639,18,82,91,10,10.30%,5.20%,0.174,0.281,0.288,0.366,0.461,0.375,112,0.4,10.9,-6.1,2.7,1004893
1983,Brett Butler,Braves,151,613,5,84,37,39,8.80%,9.10%,0.113,0.302,0.281,0.344,0.393,0.331,100,-1.4,-1.2,7.4,2.7,1001772
2003,Michael Young,Rangers,160,713,14,106,72,13,5.00%,14.40%,0.14,0.342,0.306,0.339,0.446,0.339,100,4.3,4.3,-1.8,2.7,1286
1981,Gary Matthews,Phillies,101,428,9,62,67,15,13.80%,9.80%,0.15,0.315,0.301,0.398,0.451,0.386,144,2.3,22.7,-13.3,2.7,1008255
1979,Ron LeFlore,Tigers,148,654,9,110,57,78,8.00%,14.50%,0.115,0.343,0.3,0.355,0.415,0.345,106,10.2,15.2,-11,2.7,1007478
1920,Dode Paskert,Cubs,139,572,5,57,71,16,11.20%,10.10%,0.117,0.309,0.279,0.366,0.396,0.362,122,-0.5,13.6,-6.4,2.7,1010042
2016,Chase Headley,Yankees,140,529,14,58,51,8,9.60%,22.30%,0.133,0.303,0.251,0.329,0.383,0.311,92,4.1,-1.2,8.9,2.7,4720
1974,Fran Healy,Royals,139,514,9,59,53,16,12.10%,14.20%,0.124,0.282,0.252,0.343,0.375,0.335,108,0.3,4.9,3,2.7,1005546
1981,Rod Carew,Angels,93,421,2,57,21,16,10.70%,10.70%,0.069,0.342,0.305,0.38,0.374,0.344,121,0.3,9.8,2.4,2.7,1001942
2006,Orlando Cabrera,Angels,153,675,9,95,72,27,7.60%,8.60%,0.122,0.294,0.282,0.335,0.404,0.322,92,6.5,-0.4,4.6,2.7,766
